,Faculty,Course,A,A-,B,B-,C,C-,D,W,F,Popularity_score,Difficulty_score,Difficulty_Level
3384,Хэрэглээний математикийн тэнхим,Ус судлалын инженерийн тооцоо,0.0,1.0,0.6,1.4,0.6,1.4,1.0,0.0,0.4,6.4,3.25,2
3385,Хэрэглээний математикийн тэнхим,Ус хурах талбайн усны нөөц баланс,0.0,0.7142857142857143,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,4.1875,1
3386,Хэрэглээний математикийн тэнхим,Ус хэмжил зүй,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.0,6.333333333333333,2.9999999999999996,2
3387,Хэрэглээний математикийн тэнхим,"Ус, усан орчны ашиглалт, хамгаалалт",0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.6666666666666665,1
3388,Хэрэглээний математикийн тэнхим,"Ус, цаг уурын мэргэжлийн програмчлал",0.0,1.0,0.5,0.0,1.0,0.0,0.0,1.5,0.0,4.0,2.75,2
3389,Хэрэглээний математикийн тэнхим,Усан хангамж ба усжуулалт,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,4.375,0
3390,Хэрэглээний математикийн тэнхим,Усны барилга байгууламж,0.2,1.6,1.2,0.8,1.2,1.2,1.2,0.6,1.2,9.2,3.3249999999999997,2
3391,Хэрэглээний математикийн тэнхим,Усны менежмент,0.0,3.0,1.4,0.8,0.0,0.8,0.4,0.2,0.0,6.6,3.772727272727273,1
3392,Хэрэглээний математикийн тэнхим,Усны нөөцийн үнэлгээ,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,4.3,0
3393,Хэрэглээний математикийн тэнхим,Усны чанарын загварчлал,0.0,1.5,1.0,0.5,0.0,0.5,0.5,0.0,0.0,4.0,3.6875,1
3394,Хэрэглээний математикийн тэнхим,Усны эргэлтийн процесс ба хэмжил зүй,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.5,4.0,1
3395,Хэрэглээний математикийн тэнхим,"Уур  амьсгалын глобаль өөрчлөлт, бүс нутгийн загварчлал",1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.625,0
3396,Хэрэглээний математикийн тэнхим,Уур амьсгал судлал,0.6666666666666666,4.333333333333333,3.3333333333333335,2.5,0.8333333333333334,0.8333333333333334,1.0,0.6666666666666666,0.0,14.166666666666666,3.68235294117647,1
3397,Хэрэглээний математикийн тэнхим,"Уур амьсгалын динамик, орчил урсгал",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,0
3398,Хэрэглээний математикийн тэнхим,Физик процессын математик загварчлал,0.2857142857142857,1.4285714285714286,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,2.2857142857142856,4.375,0
3399,Хэрэглээний математикийн тэнхим,Хий ба шингэний динамик,0.2857142857142857,1.5714285714285714,2.857142857142857,2.142857142857143,0.7142857142857143,0.0,0.0,0.0,0.2857142857142857,7.857142857142857,3.943396226415094,1
3400,Хэрэглээний математикийн тэнхим,Хотын ус зүй,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,4.333333333333333,0
3401,Хэрэглээний математикийн тэнхим,Хугацааны цуваа,0.0,0.6666666666666666,0.7777777777777778,1.4444444444444444,1.1111111111111112,1.5555555555555556,6.111111111111111,2.111111111111111,2.5555555555555554,16.333333333333332,2.560483870967742,2
3402,Хэрэглээний математикийн тэнхим,Хэрэглээний математик,4.5,4.3,4.6,2.9,2.1,2.6,7.3,13.2,3.7,45.2,2.763855421686747,2
3403,Хэрэглээний математикийн тэнхим,Хэрэглээний функционал анализ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,0
3404,Хэрэглээний математикийн тэнхим,Хэрэглээний функциональ анализ,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.8333333333333334,1.0,0.8333333333333334,4.0,3.3333333333333335,6.166666666666667,17.5,2.801470588235294,2
3405,Хэрэглээний математикийн тэнхим,Хээрийн дадлага,0.3333333333333333,3.5,1.0,0.8333333333333334,0.0,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,6.666666666666667,4.25,0
3406,Хэрэглээний математикийн тэнхим,Хөдөө аж ахуйн ус зүй,0.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,8.0,3.0625,2
3407,Хэрэглээний математикийн тэнхим,Хөдөө аж ахуйн цаг уур,0.875,2.25,3.5,0.625,0.5,0.875,0.5,1.125,0.0,10.25,3.5609756097560976,1
3408,Хэрэглээний математикийн тэнхим,Цаг агаарын прогноз,0.0,3.0,0.3333333333333333,3.0,1.3333333333333333,0.3333333333333333,0.0,0.0,0.0,8.0,3.7708333333333335,1
3409,Хэрэглээний математикийн тэнхим,Цаг агаарын тоон прогноз,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5,0
3410,Хэрэглээний математикийн тэнхим,"Цаг уур, уур амьсгал",1.0,1.0,1.0,1.25,0.375,0.5,0.75,0.125,0.25,6.25,3.6875,1
3411,Хэрэглээний математикийн тэнхим,"Цаг уурын мэдээлэл боловсруулалт, технологи",1.0,0.6666666666666666,2.5,2.0,0.3333333333333333,0.3333333333333333,1.1666666666666667,0.0,0.0,8.0,3.6458333333333335,1
3412,Хэрэглээний математикийн тэнхим,Цаг уурын хэмжих хэрэгсэл,0.0,1.5,2.3333333333333335,4.166666666666667,2.8333333333333335,0.8333333333333334,1.5,0.0,0.5,13.666666666666666,3.39873417721519,1
3413,Хэрэглээний математикийн тэнхим,Чанарын аргын судалгаа,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,3.3,2
3414,Хэрэглээний математикийн тэнхим,Шугаман бус програмчлал,0.42857142857142855,3.142857142857143,3.2857142857142856,1.8571428571428572,0.42857142857142855,0.5714285714285714,1.5714285714285714,1.0,1.0,13.285714285714286,3.563953488372094,1
3415,Хэрэглээний математикийн тэнхим,Шугаман програмчлал,1.9,1.8,2.7,2.3,1.4,0.9,5.5,3.0,4.6,24.1,3.153846153846154,2
3416,Хэрэглээний математикийн тэнхим,Эдийн засгийн математик загварчлал,0.75,3.5,3.25,2.5,0.5,0.5,0.25,0.0,0.0,11.25,3.9555555555555557,1
3417,Хэрэглээний математикийн тэнхим,Экогидрологи,1.0,0.5,1.0,0.0,0.5,0.25,0.25,0.0,0.0,3.5,3.9642857142857144,1
3418,Хэрэглээний математикийн тэнхим,Экстремал утгын онол,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0
3419,Хэрэглээний математикийн тэнхим,Үйлдлийн шинжилгээ,0.8333333333333334,0.6666666666666666,3.1666666666666665,3.0,3.3333333333333335,1.5,4.666666666666667,0.5,0.5,18.166666666666668,3.080188679245283,2
3420,Хэрэглээний математикийн тэнхим,Үндэсний тооцооны систем,2.6666666666666665,1.6666666666666667,4.0,3.3333333333333335,3.1666666666666665,1.0,2.6666666666666665,0.0,0.0,18.5,3.558558558558558,1
3421,Хэрэглээний математикийн тэнхим,үйлдвэрлэлийн дадлага 2,2.8333333333333335,3.6666666666666665,1.6666666666666667,1.6666666666666667,0.0,0.0,0.0,0.0,0.16666666666666666,10.0,4.40677966101695,0
3422,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Ангийн ажил,3.0,1.0,5.0,2.0,1.0,3.0,3.0,3.0,0.0,21.0,3.142857142857143,2
3423,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Докторын диссертаци,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5,0
3424,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Докторын диссертацийн ажил,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.833333333333333,0
3425,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Инженерийн зураг зүй,5.0,10.0,5.5,6.25,2.25,5.75,1.75,0.75,3.75,41.0,3.838926174496644,1
3426,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Инженерчлэлийн судалгааны арга зүй,2.1,2.6,2.3,0.7,1.9,0.2,0.5,1.3,0.4,12.0,3.6853448275862064,1
3427,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Магистрын дипломын ажил/ХШУИС/,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.166666666666667,1
3428,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Хэрэглээний шинжлэх ухааны судалгааны арга зүй,1.8333333333333333,2.3333333333333335,3.0,0.0,1.3333333333333333,0.6666666666666666,0.0,1.8333333333333333,1.5,12.5,3.696969696969697,1
3429,Хүмүүнлэгийн ухааны салбар,Дискурс судлал*,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,5.0,0
3430,Хүмүүнлэгийн ухааны салбар,"Хэл эзэмших онол, аргазүй",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.75,0
3431,Хүмүүнлэгийн ухааны салбар,Хүмүүнлэгийн ухааны судалгааны арга зүй,1.0,4.0,5.666666666666667,4.333333333333333,5.5,8.166666666666666,8.333333333333334,1.8333333333333333,0.3333333333333333,39.166666666666664,3.002145922746781,2
3432,Хүмүүнлэгийн ухааны салбар,Үүргийн хэл шинжлэл*,0.5,3.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,0
3433,Хүмүүнлэгийн ухааны тэнхим,Ёс зүйн удиртгал,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,4.1875,1
3434,Хүмүүнлэгийн ухааны тэнхим,Академик англи хэл /дүрэм/,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,3.25,2
3435,Хүмүүнлэгийн ухааны тэнхим,Академик англи хэл I (анхан дунд),8.0,11.0,7.0,2.0,6.0,0.0,1.0,9.0,0.0,44.0,3.4886363636363638,1
3436,Хүмүүнлэгийн ухааны тэнхим,Академик англи хэл II (дунд),4.5,3.0,4.5,0.5,4.0,0.0,7.5,13.0,0.0,37.0,2.5878378378378377,2
3437,Хүмүүнлэгийн ухааны тэнхим,Академик англи хэл III /ахисан дунд/,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,0.0,4.0,3.3125,2
3438,Хүмүүнлэгийн ухааны тэнхим,"Албан хэрэг, баримт бичиг боловсруулалт",3.5,2.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,8.0,4.5,0
3439,Хүмүүнлэгийн ухааны тэнхим,Англи хэл-1/ оух/,2.0,1.3333333333333333,0.0,2.6666666666666665,0.0,1.3333333333333333,0.0,0.0,0.6666666666666666,8.0,4.0,1
3440,Хүмүүнлэгийн ухааны тэнхим,Англи хэл-2 ,1.5,0.5,2.5,0.5,1.0,0.0,1.0,0.5,0.0,7.5,3.6,1
3441,Хүмүүнлэгийн ухааны тэнхим,"Англи хэлний ярих, сонсох дадал IV",0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,3.5,1
3442,Хүмүүнлэгийн ухааны тэнхим,Англи хэлний үндэс VI,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.75,1
3443,Хүмүүнлэгийн ухааны тэнхим,Дипломат орчуулга I,5.0,0.0,1.0,0.6666666666666666,0.0,2.0,1.3333333333333333,0.0,0.6666666666666666,10.666666666666666,3.966666666666665,1
3444,Хүмүүнлэгийн ухааны тэнхим,"Илтгэх урлаг, яриа /ОУХ/",0.0,3.3333333333333335,5.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,9.0,4.279999999999999,0
3445,Хүмүүнлэгийн ухааны тэнхим,Нийтийн удирдлагын үндэс,0.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,3.5714285714285716,1
3446,Хүмүүнлэгийн ухааны тэнхим,Нийтийн удирдлагын үндэс/Эрдэнэт ту/,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.5,2
3447,Хүмүүнлэгийн ухааны тэнхим,Сонгодог монгол бичгийн хэл,6.0,5.333333333333333,4.0,2.0,1.0,0.6666666666666666,0.0,0.0,0.6666666666666666,19.666666666666668,4.333333333333334,0
3448,Хүмүүнлэгийн ухааны тэнхим,Төр олон нийтийн харилцаа/эрдэнэт ту/,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0,2.0,2
3449,Хүмүүнлэгийн ухааны тэнхим,Хэл шинжлэлийн үндэс  (Ерөнхий суурь),3.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0,4.230769230769231,0
3450,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Yйлдвэрлэлийн дадлага ,7.0,4.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,12.0,4.729166666666667,0
3451,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Агаар мандлын процесс ба уур амьсгал,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.75,0
3452,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Агаар орчны судалгааны аргууд,0.6,0.4,0.6,0.4,0.0,0.0,0.0,0.0,0.0,2.0,4.3,0
3453,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Агаарын бохирдлын инженерчлэл,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,8.0,1.5,2
3454,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Агаарын чанар ба загварчлал,0.5,1.5,3.5,0.0,2.0,0.0,0.5,1.0,0.0,9.0,3.4722222222222223,1
3455,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Агаарын чанарын математик загварчлал,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1
3456,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Агаарын чанарын үнэлгээ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5,0
3457,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим","Атмостер, атмостерийн бохирдол",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0
3458,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Ахисан түвшний хүрээлэн буй орчны инженерчлэл,1.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,4.666666666666667,3.928571428571429,1
3459,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Аюултай хаягдлын инженерийн системийн дизайн,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,4.642857142857143,0
3460,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Байгалийн нөөц судлал,3.0,4.333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.0,1.3333333333333333,0.0,0.3333333333333333,13.666666666666666,4.025,1
3461,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Байгалийн нөөцийн экологи эдийн засгийн үнэлгээ,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,4.5,0
3462,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Байгаль орчинд нөлөөлөх байдлын үнэлгээ,0.5,1.3333333333333333,4.0,5.0,6.333333333333333,3.1666666666666665,5.0,1.5,0.6666666666666666,27.5,3.021739130434783,2
3463,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Байгаль орчны аудит,0.3333333333333333,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,4.562499999999999,0
3464,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Байгаль орчны индикатор ургамал судлал,13.75,5.25,3.5,0.0,0.75,0.0,0.25,0.75,0.0,24.25,4.530927835051546,0
3465,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Байгаль орчны нөлөөллийн үнэлгээ,0.0,2.0,1.1666666666666667,1.1666666666666667,0.16666666666666666,0.0,0.0,0.0,0.0,4.5,4.0555555555555545,1
3466,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Байгаль орчны нөхөн сэргээлт,1.5,12.25,3.5,1.0,1.75,0.75,0.5,0.0,0.0,21.25,4.152941176470589,1
3467,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Байгаль орчны хамгаалал,0.25,3.5,3.25,3.0,2.0,1.0,2.0,0.75,2.25,18.0,3.5555555555555554,1
3468,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Байгаль орчны эрх зүй,0.25,0.75,1.0,2.5,1.0,3.25,2.0,0.5,0.5,11.75,2.977777777777778,2
3469,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Байгаль хамгаалал,0.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.75,4.285714285714286,0
3470,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Бүс нутгийн ойжуулалт,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0
3471,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Гадаргын усны бохирдол ба загварчлал,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,0
3472,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим","Газар зүйн мэдээллийн систем, зайнаас тандан судлах",1.5,0.5,0.5,1.5,0.5,1.5,1.0,0.0,1.0,8.0,3.607142857142857,1
3473,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Геоэкологи,0.75,3.0,5.0,3.5,4.25,3.5,1.5,0.0,0.25,21.75,3.453488372093023,1
3474,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Гидрологи ба усны нөөц,3.0,0.0,4.0,0.0,3.0,0.0,2.0,0.0,0.0,12.0,3.6666666666666665,1
3475,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Дендро уур амьсгал,0.5,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1.5,4.222222222222222,1
3476,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Дендрохронологи,0.0,0.0,1.0,1.0,4.5,0.5,0.0,0.0,0.0,7.0,3.1785714285714284,2
3477,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Инженерийн дүн шинжилгээ,4.5,4.5,3.0,0.5,1.0,0.0,0.5,0.0,0.0,14.0,4.321428571428571,0
3478,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Материал ялгах технологи,0.0,3.0,2.0,0.0,1.0,0.0,1.0,4.0,0.0,11.0,2.772727272727273,2
3479,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Мод судлал,0.5,4.0,2.5,1.0,0.5,0.0,0.0,0.5,0.0,9.0,4.0,1
3480,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим","Модлог ургамлын анатоми, физиологи",0.6,1.2,1.0,0.2,0.0,0.0,0.0,0.2,0.4,3.6,4.281249999999999,0
3481,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Модлог ургамлын экофизиологи,1.0,2.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,3.6666666666666665,4.454545454545455,0
3482,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Ногоон байгууламжийн төлөвлөлт,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,0
3483,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим","Ногоон хөгжлийн бодлого, стратеги",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5,0
3484,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим","Нөхөн сэргээлтийн бодлого, менежмент",0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.5,0
3485,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим","Нөхөн сэргээлтийн техник, технологи",0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.75,0
3486,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Ой аж ахуйн модуль сургалт,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,4.3999999999999995,0
3487,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Ой ашиглалт,0.0,0.5,1.0,1.0,0.0,0.0,0.0,1.5,0.0,4.0,2.8125,2
3488,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Ой ба бэлчээрийн экологи,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0
3489,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Ой ба хүлэмжийн хий,0.0,2.0,2.5,0.5,0.5,0.5,0.0,1.0,0.0,7.0,3.5,1
3490,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Ой зохион байгуулалт,0.6666666666666666,1.1666666666666667,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,4.833333333333333,3.7407407407407405,1
3491,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Ой судлалын үндэс,14.8,29.0,38.5,16.8,15.8,11.8,21.5,9.2,8.8,166.2,3.527318932655655,1
3492,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Ой хамгаалал,0.5,1.1666666666666667,0.3333333333333333,0.6666666666666666,0.5,0.0,0.0,0.0,0.3333333333333333,3.5,4.18421052631579,1
3493,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим","Ойжуулалт, мелиораци ",0.3333333333333333,1.3333333333333333,0.6666666666666666,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,4.666666666666667,3.964285714285715,1
3494,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Ойн аж ахуй,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,7.0,3.5,1
3495,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Ойн аж ахуйн орчин үеийн чиг хандлага,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.875,0
3496,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Ойн аж ахуйн тоног төхөөрөмж ,0.0,0.5,0.75,1.5,0.5,0.25,1.25,0.25,0.0,5.0,3.075,2
3497,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Ойн ашиглалтын менежментийн тохируулга,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,3.625,1
3498,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Ойн биотехнологи,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,4.25,0
3499,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим","Ойн бодлого төлөвлөлт, засаглал",0.6,2.6,0.2,0.0,0.0,0.0,0.2,0.0,0.0,3.6,4.416666666666667,0
3500,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Ойн генетик нөөц,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,4.500000000000001,0
3501,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Ойн загварчлал,0.5,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.1875,1
3502,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Ойн зураг зүй,2.8333333333333335,0.8333333333333334,2.8333333333333335,1.0,0.8333333333333334,0.0,0.3333333333333333,0.16666666666666666,1.0,9.833333333333334,4.198113207547169,1
3503,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Ойн ландшафтын нөхөн сэргээлт,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,4.9,0
3504,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим","Ойн нөөцийн ашиглалт, хамгаалал",0.5,0.8333333333333334,0.5,0.16666666666666666,0.0,0.16666666666666666,0.0,1.1666666666666667,0.16666666666666666,3.5,3.175,2
3505,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Ойн нөөцийн экономикс,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1
3506,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим","Ойн селекц, генетик",0.6,0.4,2.2,0.0,0.0,0.0,0.0,0.2,0.4,3.8,4.176470588235294,1
3507,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Ойн таксац,0.5,0.75,1.0,0.75,0.0,0.25,0.0,0.0,0.25,3.5,4.115384615384615,1
3508,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Ойн тогтвортой менежмент,1.25,1.75,0.25,0.25,0.0,0.0,0.25,0.5,0.0,4.25,4.0,1
3509,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Ойн түймрийн менежмент,0.0,1.5,1.0,2.25,0.5,0.0,0.0,0.0,0.0,5.25,3.8333333333333335,1
3510,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим","Ойн түймрийн экологи, менежмент",0.0,1.8,0.2,0.6,0.0,0.0,0.0,0.0,0.0,2.6,4.230769230769231,0
3511,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Ойн ургамалжилтын экологи,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.5,1
3512,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Ойн ус зүй,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5,0
3513,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим","Ойн хөгжил, сэргэн ургалт",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0
3514,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Ойн хөрс судлал,3.8333333333333335,2.0,0.6666666666666666,0.3333333333333333,0.5,1.0,0.5,0.6666666666666666,1.0,10.5,4.070175438596491,1
3515,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Ойн экологи,0.6666666666666666,1.3333333333333333,1.1666666666666667,1.1666666666666667,0.0,0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333,5.166666666666667,4.0344827586206895,1
3516,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Ойн экосистемийн загварууд,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,4.5,0
3517,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Ойн этик,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0
3518,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Ойн үйлдвэрлэлийн загварчлал,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.5,3.5,1
3519,"Хүрээлэн буй орчин, ойн инженерчлэлийн тэнхим",Олон зорилтот ой зохион байгуулалт,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,4.3999999999999995,0
